option_symbol,symbol,right,strike,expiration,bid,ask,last,volume,open_interest,iv,delta,gamma,theta,vega,rho,snapshot_ts,snapshot_label,run_id,source,mid,dte,adelta,dist
CAT250905C00427500,CAT,C,427.5,2025-09-05,1.52,1.84,1.55,82,31,0.200785,0.24290634481070866,0.02643079780021478,-0.24463881730564754,0.16586934160168526,0.017340943902993674,2025-09-01T18:00:09.926352+00:00,S2,20250901180003,tradier_4x,1.6800000000000002,4,0.24290634481070866,0.04290634481070865
CAT250905C00432500,CAT,C,432.5,2025-09-05,0.76,0.94,0.84,40,42,0.204273,0.13413878523700107,0.0173402037703119,-0.16690788870453485,0.11062549914344876,0.009400716955085424,2025-09-01T18:00:09.926352+00:00,S2,20250901180003,tradier_4x,0.85,4,0.13413878523700107,0.06586121476299894
CAT250905P00407500,CAT,P,407.5,2025-09-05,1.12,1.45,1.2,239,15,0.226072,-0.1806483242442602,0.020670879735782,-0.2940902211839397,0.15737237581142657,0.06187303847972713,2025-09-01T18:00:09.926352+00:00,S2,20250901180003,tradier_4x,1.2850000000000001,4,0.1806483242442602,0.019351675755739817
CAT250905P00410000,CAT,P,410.0,2025-09-05,1.56,1.87,1.7,3280,114,0.222641,-0.2260511276125264,0.024392784438907578,-0.31643028654008426,0.18363550387797278,0.058361230107797146,2025-09-01T18:00:09.926352+00:00,S2,20250901180003,tradier_4x,1.715,4,0.2260511276125264,0.026051127612526398
CAT250905P00405000,CAT,P,405.0,2025-09-05,0.82,1.02,0.87,171,38,0.232717,-0.144107284084528,0.017271430088258006,-0.2687848708515621,0.1431584443242702,0.06463229091393344,2025-09-01T18:00:09.926352+00:00,S2,20250901180003,tradier_4x,0.9199999999999999,4,0.144107284084528,0.05589271591547201
COST250905C00965000,COST,C,965.0,2025-09-05,1.92,2.51,1.96,217,217,0.171257,0.18929997278004163,0.011459855729267285,-0.45084172402735573,0.34679811104693764,0.032185959064130604,2025-09-01T18:00:10.876268+00:00,S2,20250901180003,tradier_4x,2.215,4,0.18929997278004163,0.010700027219958386
COST250905C00962500,COST,C,962.5,2025-09-05,2.31,3.6,2.25,63,93,0.178218,0.21731651202213298,0.012601129059849725,-0.48808094885167663,0.3777900027425105,0.0370123885032774,2025-09-01T18:00:10.876268+00:00,S2,20250901180003,tradier_4x,2.955,4,0.21731651202213298,0.017316512022132968
COST250905C00967500,COST,C,967.5,2025-09-05,1.6,1.93,1.6,59,56,0.169953,0.1638458002415948,0.010342437951742719,-0.4127353950916426,0.31528770350629615,0.02780964840115893,2025-09-01T18:00:10.876268+00:00,S2,20250901180003,tradier_4x,1.7650000000000001,4,0.1638458002415948,0.0361541997584052
COST250905P00925000,COST,P,925.0,2025-09-05,2.25,2.94,2.7,404,504,0.179321,-0.1930596734420427,0.012440443981930085,-0.5400930479633629,0.3806944642661556,0.14011834217656033,2025-09-01T18:00:10.876268+00:00,S2,20250901180003,tradier_4x,2.5949999999999998,4,0.1930596734420427,0.006940326557957316
COST250905P00927500,COST,P,927.5,2025-09-05,2.71,3.35,3.24,125,73,0.170534,-0.2293450300026976,0.013716876645466678,-0.563355720073303,0.4097567645240665,0.13538842500397955,2025-09-01T18:00:10.876268+00:00,S2,20250901180003,tradier_4x,3.0300000000000002,4,0.2293450300026976,0.029345030002697586
COST250905P00920000,COST,P,920.0,2025-09-05,1.6,2.0,2.82,250,420,0.180563,-0.1488769877933664,0.010076042802691896,-0.49410350678528026,0.3192500120418959,0.14760465643101137,2025-09-01T18:00:10.876268+00:00,S2,20250901180003,tradier_4x,1.8,4,0.1488769877933664,0.05112301220663362
CRM250905C00280000,CRM,C,280.0,2025-09-05,2.82,2.92,2.83,1495,2282,0.724428,0.20969926683028223,0.011012239514743083,-0.5378611965105026,0.10393761350850977,0.009614279858079187,2025-09-01T18:00:11.727647+00:00,S2,20250901180003,tradier_4x,2.87,4,0.20969926683028223,0.009699266830282216
CRM250905C00282500,CRM,C,282.5,2025-09-05,2.4,2.5,2.43,109,23,0.723544,0.18571685144434694,0.010208140945399893,-0.49934087329357546,0.09549582133885295,0.008524407557902864,2025-09-01T18:00:11.727647+00:00,S2,20250901180003,tradier_4x,2.45,4,0.18571685144434694,0.014283148555653075
CRM250905C00277500,CRM,C,277.5,2025-09-05,3.25,3.4,3.25,111,69,0.723348,0.23571668443912755,0.01179976200461422,-0.5751360834800363,0.11196171132615687,0.010793624538399427,2025-09-01T18:00:11.727647+00:00,S2,20250901180003,tradier_4x,3.325,4,0.23571668443912755,0.03571668443912754
CRM250905P00237500,CRM,P,237.5,2025-09-05,3.05,3.2,3.07,324,193,0.724431,-0.2045821752228023,0.011185668727301404,-0.5426791470961938,0.10249772845304989,0.034727461598219996,2025-09-01T18:00:11.727647+00:00,S2,20250901180003,tradier_4x,3.125,4,0.2045821752228023,0.004582175222802298
CRM250905P00235000,CRM,P,235.0,2025-09-05,2.5,2.61,2.55,431,639,0.724013,-0.1761865075945136,0.010196945113070939,-0.49840849854816627,0.09410515327170633,0.035760491068641466,2025-09-01T18:00:11.727647+00:00,S2,20250901180003,tradier_4x,2.5549999999999997,4,0.1761865075945136,0.023813492405486414
CRM250905P00240000,CRM,P,240.0,2025-09-05,3.65,3.8,3.71,552,1212,0.724106,-0.2352540622001484,0.012130323467269114,-0.5847791021724534,0.11054756473650137,0.03356814712449832,2025-09-01T18:00:11.727647+00:00,S2,20250901180003,tradier_4x,3.7249999999999996,4,0.2352540622001484,0.0352540622001484
CVX250905C00165000,CVX,C,165.0,2025-09-05,0.19,0.23,0.19,770,838,0.159159,0.11349472444950018,0.055247029953231025,-0.04781890241459569,0.04282098390005668,0.003376980628534081,2025-09-01T18:00:12.526449+00:00,S2,20250901180003,tradier_4x,0.21000000000000002,4,0.11349472444950018,0.08650527555049983
CVX250905C00162500,CVX,C,162.5,2025-09-05,0.68,0.75,0.7,732,1578,0.158274,0.3135002771755412,0.10207573784558792,-0.09128115571887668,0.07797922540670942,0.009372659037898648,2025-09-01T18:00:12.526449+00:00,S2,20250901180003,tradier_4x,0.7150000000000001,4,0.3135002771755412,0.11350027717554118
CVX250905C00167500,CVX,C,167.5,2025-09-05,0.03,0.06,0.05,163,107,0.159002,0.028829886792114442,0.01851040113194643,-0.016207072372160472,0.0143090061541872,0.0008527234877433032,2025-09-01T18:00:12.526449+00:00,S2,20250901180003,tradier_4x,0.045,4,0.028829886792114442,0.17117011320788555
CVX250905P00157500,CVX,P,157.5,2025-09-05,0.38,0.42,0.42,252,592,0.172264,-0.1847210167181355,0.07253200475081362,-0.08242293623757828,0.060136358952224675,0.02431703068159017,2025-09-01T18:00:12.526449+00:00,S2,20250901180003,tradier_4x,0.4,4,0.1847210167181355,0.0152789832818645
CVX250905P00155000,CVX,P,155.0,2025-09-05,0.13,0.15,0.14,137,2084,0.184954,-0.0731138271855111,0.034605805224976006,-0.05286076267194191,0.029679115307051605,0.027383664144489603,2025-09-01T18:00:12.526449+00:00,S2,20250901180003,tradier_4x,0.14,4,0.0731138271855111,0.1268861728144889
CVX250905P00152500,CVX,P,152.5,2025-09-05,0.04,0.05,0.05,109,5388,0.198732,-0.0294185830242255,0.014993465217247929,-0.03388516564469048,0.0151263916747847,0.028297403545053567,2025-09-01T18:00:12.526449+00:00,S2,20250901180003,tradier_4x,0.045,4,0.0294185830242255,0.1705814169757745
DE250905C00490000,DE,C,490.0,2025-09-05,0.94,1.52,1.15,185,43,0.183977,0.19912408773113294,0.022579407027837367,-0.2561647904469247,0.17720673042577295,0.017678877786546886,2025-09-01T18:00:13.530185+00:00,S2,20250901180003,tradier_4x,1.23,4,0.19912408773113294,0.000875912268867074
DE250905C00492500,DE,C,492.5,2025-09-05,0.5,1.55,1.14,76,26,0.19188,0.14981541859903952,0.018663717475996964,-0.2134666877305782,0.1451827923728993,0.013287417937528022,2025-09-01T18:00:13.530185+00:00,S2,20250901180003,tradier_4x,1.025,4,0.14981541859903952,0.05018458140096049
DE250905C00487500,DE,C,487.5,2025-09-05,1.6,2.05,1.67,148,7,0.183707,0.25777454329813043,0.02640995738148799,-0.29648632982516243,0.20776343071418638,0.022906476926137724,2025-09-01T18:00:13.530185+00:00,S2,20250901180003,tradier_4x,1.825,4,0.25777454329813043,0.05777454329813042
DE250905P00467500,DE,P,467.5,2025-09-05,0.48,1.76,1.45,7,2,0.182487,-0.1842198563026629,0.01990142500507077,-0.3171834303769644,0.17712243077279022,0.07208047542788196,2025-09-01T18:00:13.530185+00:00,S2,20250901180003,tradier_4x,1.12,4,0.1842198563026629,0.0157801436973371
DE250905P00470000,DE,P,470.0,2025-09-05,1.43,2.45,2.24,34,63,0.203518,-0.2282065533872595,0.023684353354864244,-0.3356931202851079,0.20706177377889928,0.06839249728839412,2025-09-01T18:00:13.530185+00:00,S2,20250901180003,tradier_4x,1.94,4,0.2282065533872595,0.028206553387259498
DE250905P00465000,DE,P,465.0,2025-09-05,0.7,1.81,1.25,26,0,0.21996,-0.1393750162225132,0.016529104064715566,-0.2782650865437517,0.1452833141826221,0.07585061920873679,2025-09-01T18:00:13.530185+00:00,S2,20250901180003,tradier_4x,1.255,4,0.1393750162225132,0.06062498377748682
DIA250905C00461000,DIA,C,461.0,2025-09-05,0.69,0.76,0.64,45,183,0.088873,0.20427598381021334,0.048581427824931134,-0.10981268696435467,0.17232411586033422,0.015506541539097907,2025-09-01T18:00:14.534026+00:00,S2,20250901180003,tradier_4x,0.725,4,0.20427598381021334,0.004275983810213324
DIA250905C00462000,DIA,C,462.0,2025-09-05,0.47,0.54,0.52,98,182,0.086843,0.15914034014354503,0.040427754383092776,-0.09286488510703089,0.141379987188589,0.01196532174996259,2025-09-01T18:00:14.534026+00:00,S2,20250901180003,tradier_4x,0.505,4,0.15914034014354503,0.04085965985645498
DIA250905C00460000,DIA,C,460.0,2025-09-05,0.97,1.06,0.91,441,476,0.090277,0.25982403588959163,0.0567002944495051,-0.12840560420278427,0.18611452989729632,0.019948709620654013,2025-09-01T18:00:14.534026+00:00,S2,20250901180003,tradier_4x,1.0150000000000001,4,0.25982403588959163,0.05982403588959162
DIA250905P00450000,DIA,P,450.0,2025-09-05,0.74,0.79,0.76,448,510,0.118872,-0.1973528492590625,0.03785689006720216,-0.202864214250194,0.1830461232806941,0.06707589603945573,2025-09-01T18:00:14.534026+00:00,S2,20250901180003,tradier_4x,0.765,4,0.1973528492590625,0.0026471507409375206
DIA250905P00451000,DIA,P,451.0,2025-09-05,0.9,0.98,0.96,41,115,0.116124,-0.2249429513459338,0.042696512523455576,-0.20558407911854512,0.1970758063771285,0.06460733348685468,2025-09-01T18:00:14.534026+00:00,S2,20250901180003,tradier_4x,0.94,4,0.2249429513459338,0.0249429513459338
DIA250905P00449000,DIA,P,449.0,2025-09-05,0.62,0.69,0.63,83,64,0.12216,-0.1737334953193589,0.03357020663924376,-0.19914569603405877,0.168462474078669,0.0691684020650372,2025-09-01T18:00:14.534026+00:00,S2,20250901180003,tradier_4x,0.655,4,0.1737334953193589,0.026266504680641123
DIS250905C00121000,DIS,C,121.0,2025-09-05,0.34,0.37,0.34,410,1939,0.185456,0.20354499379752172,0.09425104794785234,-0.06136110808059137,0.04704080914918798,0.004473497385677581,2025-09-01T18:00:15.570029+00:00,S2,20250901180003,tradier_4x,0.355,4,0.20354499379752172,0.0035449937975217116
DIS250905C00122000,DIS,C,122.0,2025-09-05,0.2,0.23,0.21,460,2120,0.191281,0.13787402553801134,0.06900063121723726,-0.050210245564677534,0.035169571293926304,0.0030272315867362087,2025-09-01T18:00:15.570029+00:00,S2,20250901180003,tradier_4x,0.21500000000000002,4,0.13787402553801134,0.06212597446198867
DIS250905C00120000,DIS,C,120.0,2025-09-05,0.56,0.6,0.59,429,832,0.179171,0.2992229625867924,0.12239764312706272,-0.07223338245608825,0.057401058007673145,0.0065842128638135145,2025-09-01T18:00:15.570029+00:00,S2,20250901180003,tradier_4x,0.5800000000000001,4,0.2992229625867924,0.09922296258679236
DIS250905P00116000,DIS,P,116.0,2025-09-05,0.39,0.41,0.41,1822,370,0.197014,-0.2218147881859882,0.09080390389766814,-0.07751957856016493,0.04836937667756877,0.017039311944301336,2025-09-01T18:00:15.570029+00:00,S2,20250901180003,tradier_4x,0.4,4,0.2218147881859882,0.0218147881859882
DIS250905P00115000,DIS,P,115.0,2025-09-05,0.23,0.28,0.27,2759,3185,0.206814,-0.161089686193205,0.06856542727041423,-0.07044307126074592,0.04055940472725203,0.01826992593058055,2025-09-01T18:00:15.570029+00:00,S2,20250901180003,tradier_4x,0.255,4,0.161089686193205,0.03891031380679502
DIS250905P00114000,DIS,P,114.0,2025-09-05,0.16,0.2,0.18,71,145,0.220873,-0.1181045134747495,0.051398960897689194,-0.06268665476246729,0.03270125125436547,0.019086044801736143,2025-09-01T18:00:15.570029+00:00,S2,20250901180003,tradier_4x,0.18,4,0.1181045134747495,0.08189548652525051
DKNG250905C00050000,DKNG,C,50.0,2025-09-05,0.18,0.21,0.18,596,11195,0.306657,0.1815669984451233,0.1249259042007459,-0.038710756084035514,0.017556038563906303,0.001564536349269853,2025-09-01T18:00:16.415229+00:00,S2,20250901180003,tradier_4x,0.195,4,0.1815669984451233,0.018433001554876705
DKNG250905C00049500,DKNG,C,49.5,2025-09-05,0.1,0.35,0.26,500,290,0.304751,0.2460464262386679,0.15262971946787915,-0.04587426893899172,0.02061964369030779,0.0021255861595552246,2025-09-01T18:00:16.415229+00:00,S2,20250901180003,tradier_4x,0.22499999999999998,4,0.2460464262386679,0.04604642623866789
DKNG250905C00051000,DKNG,C,51.0,2025-09-05,0.07,0.1,0.08,651,617,0.315243,0.09217367891958124,0.07495606565998195,-0.02467320282355919,0.011276475378668892,0.0007900777220865545,2025-09-01T18:00:16.415229+00:00,S2,20250901180003,tradier_4x,0.085,4,0.09217367891958124,0.10782632108041877
DKNG250905P00046500,DKNG,P,46.5,2025-09-05,0.25,0.29,0.35,84,43,0.311288,-0.2188557723612946,0.14599367312259515,-0.048120599038018415,0.019546562270037385,0.006766218572179436,2025-09-01T18:00:16.415229+00:00,S2,20250901180003,tradier_4x,0.27,4,0.2188557723612946,0.018855772361294598
