option_symbol,symbol,right,strike,expiration,bid,ask,last,volume,open_interest,iv,delta,gamma,theta,vega,rho,snapshot_ts,snapshot_label,run_id,source,mid,dte,adelta,dist
ABNB250829P00123000,ABNB,P,123.0,2025-08-29,0.24,0.29,0.35,4,273,0.311306,-0.1272422064857599,0.06400456274574523,-0.12044318932371167,0.026013042517228115,0.006004100266538691,2025-08-26T23:21:20.447493+00:00,S4,20250826232119,tradier_4x,0.265,3,0.1272422064857599,0.07275779351424011
ABNB250829P00125000,ABNB,P,125.0,2025-08-29,0.61,0.71,0.63,60,191,0.304617,-0.2902812673937964,0.10187213034983311,-0.19653996410672375,0.039372847048408016,0.0057411386786494255,2025-08-26T23:21:20.447493+00:00,S4,20250826232119,tradier_4x,0.6599999999999999,3,0.2902812673937964,0.09028126739379638
AMD250829C00175000,AMD,C,175.0,2025-08-29,0.9,0.92,0.91,66385,15016,0.583742,0.190474332245721,0.030502860184843123,-0.4081748025053477,0.039956098543131716,0.0025109350172942695,2025-08-26T23:21:21.340405+00:00,S4,20250826232119,tradier_4x,0.91,3,0.190474332245721,0.009525667754279016
AMD250829C00177500,AMD,C,177.5,2025-08-29,0.59,0.61,0.6,12965,7365,0.602127,0.135249940296996,0.02352204708290162,-0.3364384803343075,0.03272376453385195,0.0017839734720156645,2025-08-26T23:21:21.340405+00:00,S4,20250826232119,tradier_4x,0.6,3,0.135249940296996,0.06475005970300401
AMD250829C00172500,AMD,C,172.5,2025-08-29,1.37,1.39,1.37,37136,12650,0.571271,0.2667639008021958,0.037901518467416496,-0.4837354045385625,0.050214871996855086,0.003512524036387139,2025-08-26T23:21:21.340405+00:00,S4,20250826232119,tradier_4x,1.38,3,0.2667639008021958,0.0667639008021958
AMD250829P00160000,AMD,P,160.0,2025-08-29,1.06,1.08,1.06,19908,10763,0.579029,-0.2074328457142056,0.0328873074574495,-0.45056545569848927,0.04426342658754273,0.01019303179449253,2025-08-26T23:21:21.340405+00:00,S4,20250826232119,tradier_4x,1.07,3,0.2074328457142056,0.007432845714205577
AMD250829P00157500,AMD,P,157.5,2025-08-29,0.65,0.67,0.64,8488,5919,0.594149,-0.1393566775122534,0.024772053877267542,-0.36853052414997184,0.03347508155498032,0.010960066945401517,2025-08-26T23:21:21.340405+00:00,S4,20250826232119,tradier_4x,0.66,3,0.1393566775122534,0.06064332248774662
AMD250829P00162500,AMD,P,162.5,2025-08-29,1.68,1.71,1.7,13799,7007,0.567802,-0.2981153462641869,0.040565399524482224,-0.5268033775411453,0.05353837401887246,0.00909830127060616,2025-08-26T23:21:21.340405+00:00,S4,20250826232119,tradier_4x,1.6949999999999998,3,0.2981153462641869,0.09811534626418689
AMZN250829C00235000,AMZN,C,235.0,2025-08-29,0.32,0.33,0.34,8806,21524,0.252253,0.15383866510665414,0.03935026279295992,-0.2271247366111122,0.04956052857783077,0.0026946861867143315,2025-08-26T23:21:22.249527+00:00,S4,20250826232119,tradier_4x,0.325,3,0.15383866510665414,0.04616133489334587
AMZN250829C00232500,AMZN,C,232.5,2025-08-29,0.76,0.78,0.78,9751,20694,0.256952,0.25766956625196596,0.05878109569888676,-0.2905943541512291,0.06410082989367959,0.0045388026534798585,2025-08-26T23:21:22.249527+00:00,S4,20250826232119,tradier_4x,0.77,3,0.25766956625196596,0.057669566251965954
AMZN250829C00237500,AMZN,C,237.5,2025-08-29,0.13,0.14,0.14,6776,18027,0.257608,0.08550997434627892,0.024444643276440435,-0.154556040803283,0.03043017713880882,0.0014887331179502669,2025-08-26T23:21:22.249527+00:00,S4,20250826232119,tradier_4x,0.135,3,0.08550997434627892,0.11449002565372109
AMZN250829P00225000,AMZN,P,225.0,2025-08-29,0.83,0.85,0.82,11671,7721,0.272766,-0.2266689975937977,0.058124388002851655,-0.30584790755904895,0.06567052530427937,0.013934425841695913,2025-08-26T23:21:22.249527+00:00,S4,20250826232119,tradier_4x,0.84,3,0.2266689975937977,0.026668997593797678
AMZN250829P00222500,AMZN,P,222.5,2025-08-29,0.43,0.45,0.43,4749,4454,0.289898,-0.144910392021509,0.03804245399932882,-0.2770886148135021,0.0512477758182441,0.015370841749479955,2025-08-26T23:21:22.249527+00:00,S4,20250826232119,tradier_4x,0.44,3,0.144910392021509,0.05508960797849102
AMZN250829P00220000,AMZN,P,220.0,2025-08-29,0.23,0.25,0.23,4828,6193,0.311609,-0.098945556512919,0.025381863774519415,-0.24863132338721994,0.036646006089449214,0.016093688250215694,2025-08-26T23:21:22.249527+00:00,S4,20250826232119,tradier_4x,0.24,3,0.098945556512919,0.10105444348708101
AVGO250829C00310000,AVGO,C,310.0,2025-08-29,1.4,1.47,1.43,2970,4280,0.48391,0.20106405904606212,0.021305392737099638,-0.6344083291506433,0.07846297296074854,0.004763979591627205,2025-08-26T23:21:23.129031+00:00,S4,20250826232119,tradier_4x,1.435,3,0.20106405904606212,0.0010640590460621047
AVGO250829C00312500,AVGO,C,312.5,2025-08-29,1.0,1.07,0.98,1071,1485,0.486195,0.15512338401836795,0.017961045614858475,-0.5383981330224082,0.06547272756560084,0.0036775747961673975,2025-08-26T23:21:23.129031+00:00,S4,20250826232119,tradier_4x,1.0350000000000001,3,0.15512338401836795,0.04487661598163206
AVGO250829C00307500,AVGO,C,307.5,2025-08-29,1.92,2.01,2.0,1059,2052,0.482991,0.2564955414762071,0.02448352320136401,-0.7307007276370809,0.08424509591511688,0.006072086385221961,2025-08-26T23:21:23.129031+00:00,S4,20250826232119,tradier_4x,1.9649999999999999,3,0.2564955414762071,0.05649554147620711
AVGO250829P00287500,AVGO,P,287.5,2025-08-29,1.7,1.83,1.84,970,2929,0.533173,-0.2120222772990807,0.020267612006147878,-0.7781459115709496,0.07885645169136832,0.018229394110670233,2025-08-26T23:21:23.129031+00:00,S4,20250826232119,tradier_4x,1.7650000000000001,3,0.2120222772990807,0.012022277299080703
AVGO250829P00285000,AVGO,P,285.0,2025-08-29,1.26,1.36,1.32,952,2577,0.539154,-0.1663695356415468,0.0172464903256432,-0.6934613206945212,0.06607398692537088,0.0191877147266566,2025-08-26T23:21:23.129031+00:00,S4,20250826232119,tradier_4x,1.31,3,0.1663695356415468,0.03363046435845321
AVGO250829P00290000,AVGO,P,290.0,2025-08-29,2.28,2.4,2.35,1626,1950,0.52672,-0.264881513006864,0.023206877627123503,-0.8532955364564754,0.090437348995956,0.017085172146803124,2025-08-26T23:21:23.129031+00:00,S4,20250826232119,tradier_4x,2.34,3,0.264881513006864,0.06488151300686401
BA250829C00240000,BA,C,240.0,2025-08-29,0.9,0.94,0.93,13745,3211,0.317309,0.24343362738757687,0.042564037140353526,-0.3696144265990599,0.0659580343852338,0.004313630954736362,2025-08-26T23:21:23.915786+00:00,S4,20250826232119,tradier_4x,0.9199999999999999,3,0.24343362738757687,0.04343362738757686
BA250829C00242500,BA,C,242.5,2025-08-29,0.47,0.53,0.5,1472,836,0.323248,0.15543562452163986,0.031217195705869876,-0.2830031680519258,0.04797839184923502,0.0027304720626763345,2025-08-26T23:21:23.915786+00:00,S4,20250826232119,tradier_4x,0.5,3,0.15543562452163986,0.044564375478360146
BA250829C00245000,BA,C,245.0,2025-08-29,0.26,0.29,0.28,1185,1490,0.334391,0.09277937786963633,0.021072255482707945,-0.19639263274615176,0.03130009671547866,0.0016150209034131657,2025-08-26T23:21:23.915786+00:00,S4,20250826232119,tradier_4x,0.275,3,0.09277937786963633,0.10722062213036368
BA250829P00230000,BA,P,230.0,2025-08-29,0.92,1.07,1.0,1599,1073,0.327187,-0.2327091685363936,0.04612665923965198,-0.4006098387270293,0.06730052996607733,0.01400729951190921,2025-08-26T23:21:23.915786+00:00,S4,20250826232119,tradier_4x,0.9950000000000001,3,0.2327091685363936,0.03270916853639358
BA250829P00227500,BA,P,227.5,2025-08-29,0.51,0.59,0.57,768,1148,0.340294,-0.1514777695735157,0.033477444114497566,-0.3429456601406592,0.05246106234448646,0.01549060159385219,2025-08-26T23:21:23.915786+00:00,S4,20250826232119,tradier_4x,0.55,3,0.1514777695735157,0.04852223042648432
BA250829P00225000,BA,P,225.0,2025-08-29,0.3,0.34,0.33,5070,7369,0.358286,-0.0990488117337712,0.02332342950212484,-0.2862082231729575,0.03748456899235936,0.016387646748792905,2025-08-26T23:21:23.915786+00:00,S4,20250826232119,tradier_4x,0.32,3,0.0990488117337712,0.10095118826622881
BAC250829C00051000,BAC,C,51.0,2025-08-29,0.14,0.15,0.15,6194,10897,0.223624,0.2325885872485039,0.30605158754487366,-0.05078487823349723,0.013205372265697008,0.000899886098174945,2025-08-26T23:21:24.699173+00:00,S4,20250826232119,tradier_4x,0.14500000000000002,3,0.2325885872485039,0.032588587248503886
BAC250829C00052000,BAC,C,52.0,2025-08-29,0.02,0.03,0.03,1881,4797,0.232727,0.028993614172919673,0.068227861836402,-0.008928721227216578,0.0030173401707234543,0.00010772594896466186,2025-08-26T23:21:24.699173+00:00,S4,20250826232119,tradier_4x,0.025,3,0.028993614172919673,0.17100638582708033
BAC250829C00053000,BAC,C,53.0,2025-08-29,0.0,0.01,0.01,43,437,0.288944,0.001137772565051898,0.003784971889899726,-0.0002404155394232124,0.00016151940753565387,4.053497844406685e-06,2025-08-26T23:21:24.699173+00:00,S4,20250826232119,tradier_4x,0.005,3,0.001137772565051898,0.1988622274349481
BAC250829P00049000,BAC,P,49.0,2025-08-29,0.08,0.09,0.09,5425,2701,0.263458,-0.1605940325269611,0.19092955333963718,-0.06522348193431074,0.011196695638069732,0.0033233063645564283,2025-08-26T23:21:24.699173+00:00,S4,20250826232119,tradier_4x,0.08499999999999999,3,0.1605940325269611,0.0394059674730389
BAC250829P00049500,BAC,P,49.5,2025-08-29,0.15,0.17,0.16,1693,1519,0.242896,-0.2546566057450815,0.27257034623573645,-0.0748788833044601,0.015276603482520962,0.0029560938995597187,2025-08-26T23:21:24.699173+00:00,S4,20250826232119,tradier_4x,0.16,3,0.2546566057450815,0.054656605745081466
BAC250829P00048500,BAC,P,48.5,2025-08-29,0.05,0.06,0.05,905,1681,0.295362,-0.0964844117112553,0.12665667034112582,-0.05208810299855772,0.007974041904358443,0.0035617933756552384,2025-08-26T23:21:24.699173+00:00,S4,20250826232119,tradier_4x,0.055,3,0.0964844117112553,0.10351558828874471
CAT250829C00440000,CAT,C,440.0,2025-08-29,0.9,1.35,1.08,154,266,0.257753,0.19372315143689087,0.027469089690817038,-0.47695878328907,0.11190347921225373,0.00683743791004064,2025-08-26T23:21:25.532056+00:00,S4,20250826232119,tradier_4x,1.125,3,0.19372315143689087,0.006276848563109144
CAT250829C00442500,CAT,C,442.5,2025-08-29,0.28,1.1,0.57,110,87,0.246769,0.12428349717895322,0.021383601329000128,-0.3412859403779418,0.08372118188337256,0.004402340340065541,2025-08-26T23:21:25.532056+00:00,S4,20250826232119,tradier_4x,0.6900000000000001,3,0.12428349717895322,0.07571650282104679
CAT250829C00437500,CAT,C,437.5,2025-08-29,1.47,2.47,1.47,39,759,0.280844,0.2768923093860163,0.031987607757089954,-0.6086123553116387,0.12884509096782945,0.009736824201608674,2025-08-26T23:21:25.532056+00:00,S4,20250826232119,tradier_4x,1.9700000000000002,3,0.2768923093860163,0.07689230938601627
CAT250829P00420000,CAT,P,420.0,2025-08-29,0.77,1.32,0.9,260,298,0.299946,-0.1725416702447082,0.021103610137165114,-0.5612912872155795,0.09706538497509459,0.028371739758434874,2025-08-26T23:21:25.532056+00:00,S4,20250826232119,tradier_4x,1.045,3,0.1725416702447082,0.027458329755291805
CAT250829P00422500,CAT,P,422.5,2025-08-29,0.73,1.76,1.51,48,183,0.258535,-0.2299204535107187,0.025359631397532972,-0.6498967872622387,0.115634330198572,0.02651215266294536,2025-08-26T23:21:25.532056+00:00,S4,20250826232119,tradier_4x,1.245,3,0.2299204535107187,0.029920453510718675
CAT250829P00417500,CAT,P,417.5,2025-08-29,0.15,0.86,0.75,50,127,0.348604,-0.1240064758713691,0.016849606997161665,-0.46193119608472116,0.07826415745724644,0.029908913663262062,2025-08-26T23:21:25.532056+00:00,S4,20250826232119,tradier_4x,0.505,3,0.1240064758713691,0.0759935241286309
COST250829C00955000,COST,C,955.0,2025-08-29,1.55,2.65,2.59,787,250,0.210618,0.21577025648648096,0.0167670603117256,-1.0138023542057342,0.26660419602052393,0.018256899078480753,2025-08-26T23:21:26.523800+00:00,S4,20250826232119,tradier_4x,2.1,3,0.21577025648648096,0.01577025648648095
COST250829C00957500,COST,C,957.5,2025-08-29,1.85,2.37,2.01,87,19,0.243903,0.17998599899887993,0.01510001123817191,-0.9194286617478548,0.2476730970116265,0.015353773694749355,2025-08-26T23:21:26.523800+00:00,S4,20250826232119,tradier_4x,2.1100000000000003,3,0.17998599899887993,0.02001400100112008
COST250829C00960000,COST,C,960.0,2025-08-29,1.36,1.85,1.75,933,590,0.22756,0.14866590563500282,0.013393620681880101,-0.821471770745983,0.20617557096608854,0.012784569359885166,2025-08-26T23:21:26.523800+00:00,S4,20250826232119,tradier_4x,1.605,3,0.14866590563500282,0.051334094364997196
COST250829P00925000,COST,P,925.0,2025-08-29,1.81,2.33,2.0,586,419,0.21577,-0.2062522447140975,0.014189487294841074,-1.0307070872173811,0.22883299290245446,0.061388198250527964,2025-08-26T23:21:26.523800+00:00,S4,20250826232119,tradier_4x,2.0700000000000003,3,0.2062522447140975,0.0062522447140974935
COST250829P00927500,COST,P,927.5,2025-08-29,2.1,2.77,2.39,206,133,0.203654,-0.2451984430211225,0.015893394450750994,-1.1132336382937562,0.24918437078956918,0.05872083694628567,2025-08-26T23:21:26.523800+00:00,S4,20250826232119,tradier_4x,2.435,3,0.2451984430211225,0.0451984430211225
COST250829P00920000,COST,P,920.0,2025-08-29,0.91,1.45,1.32,519,715,0.210534,-0.1407519665522122,0.010803197585074817,-0.8565985839077666,0.1678001937056877,0.06574732172042559,2025-08-26T23:21:26.523800+00:00,S4,20250826232119,tradier_4x,1.18,3,0.1407519665522122,0.05924803344778781
CRM250829C00250000,CRM,C,250.0,2025-08-29,0.81,0.86,0.91,3015,2206,0.320602,0.21159172592619083,0.04025837227711812,-0.3548547444413499,0.06399553726484646,0.0040964344680230955,2025-08-26T23:21:27.285424+00:00,S4,20250826232119,tradier_4x,0.835,3,0.21159172592619083,0.011591725926190816
CRM250829C00252500,CRM,C,252.5,2025-08-29,0.31,0.51,0.55,1084,838,0.331723,0.1335749478003016,0.02901678430287361,-0.2686336167519634,0.04807541125751042,0.0025825110594556253,2025-08-26T23:21:27.285424+00:00,S4,20250826232119,tradier_4x,0.41000000000000003,3,0.1335749478003016,0.06642505219969841
CRM250829C00255000,CRM,C,255.0,2025-08-29,0.26,0.32,0.3,1083,2497,0.344936,0.08289296179757485,0.01974816781938461,-0.19578994542587713,0.03296252544884319,0.0016006323897635813,2025-08-26T23:21:27.285424+00:00,S4,20250826232119,tradier_4x,0.29000000000000004,3,0.08289296179757485,0.11710703820242516
CRM250829P00237500,CRM,P,237.5,2025-08-29,0.72,0.8,0.7,270,344,0.339844,-0.1904319427649405,0.035386700137767874,-0.410803020265177,0.05956993795986115,0.015565755968175696,2025-08-26T23:21:27.285424+00:00,S4,20250826232119,tradier_4x,0.76,3,0.1904319427649405,0.009568057235059518
CRM250829P00235000,CRM,P,235.0,2025-08-29,0.41,0.45,0.44,711,1234,0.349184,-0.1192706476622303,0.025361640208406,-0.3269916879479158,0.04363127423618637,0.01683786304561679,2025-08-26T23:21:27.285424+00:00,S4,20250826232119,tradier_4x,0.43,3,0.1192706476622303,0.0807293523377697
CRM250829P00240000,CRM,P,240.0,2025-08-29,1.26,1.36,1.17,1287,1502,0.332363,-0.2864684546427172,0.045495279953202426,-0.48069431629611803,0.0743514575787058,0.013778505778933064,2025-08-26T23:21:27.285424+00:00,S4,20250826232119,tradier_4x,1.31,3,0.2864684546427172,0.08646845464271719
CVX250829C00160000,CVX,C,160.0,2025-08-29,0.35,0.4,0.35,1750,4376,0.225696,0.19160105789068702,0.09743181912845658,-0.15646520566999092,0.044212374530533734,0.002829190013892708,2025-08-26T23:21:28.507807+00:00,S4,20250826232119,tradier_4x,0.375,3,0.19160105789068702,0.008398942109312996
CVX250829C00162500,CVX,C,162.5,2025-08-29,0.09,0.14,0.09,424,2239,0.243471,0.04943960747588594,0.038956836393879896,-0.06395645444489685,0.018082243248506547,0.0007851616244007196,2025-08-26T23:21:28.507807+00:00,S4,20250826232119,tradier_4x,0.115,3,0.04943960747588594,0.15056039252411407
CVX250829C00165000,CVX,C,165.0,2025-08-29,0.02,0.04,0.03,180,1148,0.257155,0.0076650637813455765,0.008738981088802287,-0.010942900156754812,0.00386481519641971,0.00013236495475798962,2025-08-26T23:21:28.507807+00:00,S4,20250826232119,tradier_4x,0.03,3,0.0076650637813455765,0.19233493621865444
CVX250829P00155000,CVX,P,155.0,2025-08-29,0.37,0.43,0.42,1013,1505,0.215141,-0.2412044257488757,0.08688373393605879,-0.18106539029613156,0.04219794749413591,0.009919368823130598,2025-08-26T23:21:28.507807+00:00,S4,20250826232119,tradier_4x,0.4,3,0.2412044257488757,0.0412044257488757
CVX250829P00152500,CVX,P,152.5,2025-08-29,0.11,0.15,0.12,1055,1301,0.245019,-0.1090087970251921,0.042499632850650226,-0.13321952846300913,0.02530739178235688,0.011273257441245523,2025-08-26T23:21:28.507807+00:00,S4,20250826232119,tradier_4x,0.13,3,0.1090087970251921,0.09099120297480791
CVX250829P00150000,CVX,P,150.0,2025-08-29,0.05,0.07,0.06,196,2038,0.291615,-0.0461276905442743,0.01927246601238389,-0.0748113059678491,0.011806783891586757,0.011801158881121564,2025-08-26T23:21:28.507807+00:00,S4,20250826232119,tradier_4x,0.060000000000000005,3,0.0461276905442743,0.15387230945572572
DE250829C00492500,DE,C,492.5,2025-08-29,2.02,2.68,2.18,289,28,0.289728,0.20037613851814506,0.03800758120025574,-0.594029098249151,0.16161416761944453,0.013128818297326005,2025-08-26T23:21:29.441923+00:00,S4,20250826232119,tradier_4x,2.35,3,0.20037613851814506,0.0003761385181450527
DE250829C00495000,DE,C,495.0,2025-08-29,1.28,1.69,1.8,218,98,0.272273,0.13472984886417821,0.032578886430812214,-0.5234671815466226,0.1359084163369388,0.009796045651701285,2025-08-26T23:21:29.441923+00:00,S4,20250826232119,tradier_4x,1.4849999999999999,3,0.13472984886417821,0.0652701511358218
DE250829C00490000,DE,C,490.0,2025-08-29,2.45,3.65,3.65,452,135,0.291336,0.2917098031433184,0.040487230481518026,-0.6589165771921851,0.17564120469158137,0.01705769347133931,2025-08-26T23:21:29.441923+00:00,S4,20250826232119,tradier_4x,3.05,3,0.2917098031433184,0.09170980314331839
DE250829P00470000,DE,P,470.0,2025-08-29,0.12,0.53,0.71,26,112,0.207002,-0.1877082224921754,0.012788257834782643,-0.705754854101615,0.0995595282767196,0.032784186601803364,2025-08-26T23:21:29.441923+00:00,S4,20250826232119,tradier_4x,0.325,3,0.1877082224921754,0.01229177750782462
DE250829P00472500,DE,P,472.5,2025-08-29,0.29,0.59,0.77,22,41,0.192316,-0.2217740870295203,0.014874131441962238,-0.7572738256408704,0.11030817076715364,0.03188872795342442,2025-08-26T23:21:29.441923+00:00,S4,20250826232119,tradier_4x,0.43999999999999995,3,0.2217740870295203,0.0217740870295203
DE250829P00475000,DE,P,475.0,2025-08-29,0.45,0.85,0.56,48,141,0.191732,-0.256997688140986,0.017358005356368243,-0.776566036123211,0.12102571849304786,0.031006193657525043,2025-08-26T23:21:29.441923+00:00,S4,20250826232119,tradier_4x,0.65,3,0.256997688140986,0.05699768814098599
DIA250829C00459000,DIA,C,459.0,2025-08-29,0.36,0.42,0.39,269,201,0.104602,0.17168134502548976,0.05794496068210236,-0.19411954741116594,0.10139936396485276,0.0061929375008807006,2025-08-26T23:21:30.342794+00:00,S4,20250826232119,tradier_4x,0.39,3,0.17168134502548976,0.02831865497451025
DIA250829C00458000,DIA,C,458.0,2025-08-29,0.58,0.66,0.65,206,3808,0.106901,0.24032235761208237,0.0699943316363556,-0.24484452838838305,0.1305252755997274,0.008701023174277627,2025-08-26T23:21:30.342794+00:00,S4,20250826232119,tradier_4x,0.62,3,0.24032235761208237,0.04032235761208236
DIA250829C00457500,DIA,C,457.5,2025-08-29,0.72,0.81,0.81,28,319,0.107728,0.2792413383508179,0.07497148842832461,-0.2695337638842255,0.1388507330902737,0.010127839231314115,2025-08-26T23:21:30.342794+00:00,S4,20250826232119,tradier_4x,0.765,3,0.2792413383508179,0.07924133835081787
DIA250829P00450000,DIA,P,450.0,2025-08-29,0.51,0.56,0.59,216,756,0.133972,-0.1858288075467015,0.04936097512003502,-0.3176332828851172,0.11008842129769562,0.029835587071601773,2025-08-26T23:21:30.342794+00:00,S4,20250826232119,tradier_4x,0.535,3,0.1858288075467015,0.014171192453298509
DIA250829P00451000,DIA,P,451.0,2025-08-29,0.66,0.72,0.73,170,265,0.129849,-0.2338101482585276,0.05767571701383616,-0.34275235571308904,0.12881719052538904,0.028080791788493275,2025-08-26T23:21:30.342794+00:00,S4,20250826232119,tradier_4x,0.69,3,0.2338101482585276,0.0338101482585276
DIA250829P00449000,DIA,P,449.0,2025-08-29,0.39,0.43,0.44,144,520,0.137905,-0.1451485130765195,0.04137636266083194,-0.2884634560446149,0.09986582318291891,0.03131338038836139,2025-08-26T23:21:30.342794+00:00,S4,20250826232119,tradier_4x,0.41000000000000003,3,0.1451485130765195,0.05485148692348052
DIS250829C00120000,DIS,C,120.0,2025-08-29,0.23,0.29,0.28,594,2760,0.244624,0.1963247092838336,0.10539762832473308,-0.12216768694842149,0.028122048066139667,0.001826016851312793,2025-08-26T23:21:31.043771+00:00,S4,20250826232119,tradier_4x,0.26,3,0.1963247092838336,0.0036752907161664017
DIS250829C00121000,DIS,C,121.0,2025-08-29,0.14,0.18,0.15,364,2561,0.25472,0.12392991607918905,0.07275721889296022,-0.09516175893633637,0.020453032176274467,0.0011503614467651495,2025-08-26T23:21:31.043771+00:00,S4,20250826232119,tradier_4x,0.16,3,0.12392991607918905,0.07607008392081097
DIS250829C00119000,DIS,C,119.0,2025-08-29,0.47,0.52,0.52,821,870,0.235433,0.3044838911779133,0.14416056058271412,-0.14594158125193307,0.03745189463921641,0.002838937556706879,2025-08-26T23:21:31.043771+00:00,S4,20250826232119,tradier_4x,0.495,3,0.3044838911779133,0.10448389117791329
DIS250829P00115000,DIS,P,115.0,2025-08-29,0.21,0.25,0.24,256,1617,0.259932,-0.1685809303123547,0.08783445579328861,-0.1427101854156365,0.026361177960455177,0.007757411145290251,2025-08-26T23:21:31.043771+00:00,S4,20250826232119,tradier_4x,0.22999999999999998,3,0.1685809303123547,0.031419069687645323
DIS250829P00116000,DIS,P,116.0,2025-08-29,0.36,0.41,0.35,135,565,0.24412,-0.2450750748154127,0.124197206201461,-0.1531931802967131,0.0337528517075678,0.007072420273519556,2025-08-26T23:21:31.043771+00:00,S4,20250826232119,tradier_4x,0.385,3,0.2450750748154127,0.0450750748154127
DIS250829P00114000,DIS,P,114.0,2025-08-29,0.12,0.16,0.16,827,1132,0.279002,-0.1208569068614546,0.0625111841370227,-0.13079647009264012,0.02125125490598518,0.008154937117471586,2025-08-26T23:21:31.043771+00:00,S4,20250826232119,tradier_4x,0.14,3,0.1208569068614546,0.07914309313854541
DKNG250829C00049500,DKNG,C,49.5,2025-08-29,0.14,0.17,0.14,41,0,0.405138,0.16618072669207443,0.14260593229003526,-0.0743044291629968,0.01041063347254825,0.0006342509209110057,2025-08-26T23:21:31.726296+00:00,S4,20250826232119,tradier_4x,0.15500000000000003,3,0.16618072669207443,0.033819273307925585
DKNG250829C00049000,DKNG,C,49.0,2025-08-29,0.22,0.26,0.26,490,898,0.39623,0.24193351036236296,0.181118713505176,-0.09234006274892745,0.013468885258531621,0.0009226707771227788,2025-08-26T23:21:31.726296+00:00,S4,20250826232119,tradier_4x,0.24,3,0.24193351036236296,0.04193351036236295
DKNG250829C00050000,DKNG,C,50.0,2025-08-29,0.08,0.1,0.1,210,1321,0.405189,0.11007976340950126,0.1057733410687166,-0.0565566729953392,0.008365888672009143,0.00042031602822590545,2025-08-26T23:21:31.726296+00:00,S4,20250826232119,tradier_4x,0.09,3,0.11007976340950126,0.08992023659049875
